country,cowcc,year,risk,level,explore,pursue,acquire,gdpcap,g2,industry1,rivalry,disputes,allies,democracy,democratization,percentdems,openness,liberalization
USA,2,1945,0,3,1,1,1,10598,112000000,1,1,6,0,10,0,29.17,7,1
USA,2,1946,1,3,,,,10621,113000000,1,1,5,0,10,0,30.139999,7,1
USA,2,1947,2,3,,,,10644,113000000,1,1,4,0,10,0,28.379999,7,1
USA,2,1948,3,3,,,,10665,114000000,1,1,3,0,10,0,29.110001,8,1
USA,2,1949,4,3,,,,10686,114000000,1,1,3,0,10,0,28.75,8,1
USA,2,1950,5,3,,,,10715,115000000,1,1,4,0,10,0,29.629999,8.1800003,1.24
USA,2,1951,6,3,,,,11174,125000000,1,1,4.5,0,10,0,29.27,9.4200001,1.24
USA,2,1952,7,3,,,,11569,134000000,1,1,4,0,10,0,32.93,8.8999996,0.70999998
USA,2,1953,8,3,,,,11904,142000000,1,1,4,0,10,0,31.33,8.3699999,0.19
USA,2,1954,9,3,,,,11507,132000000,1,1,4,0,10,0,31.4,8.4700003,0.28
USA,2,1955,10,3,,,,12073,146000000,1,1,4,0,10,0,31.030001,8.6599998,-0.75999999
USA,2,1956,11,3,,,,12112,147000000,1,1,4,0,10,0,31.82,9.4099998,0.50999999
USA,2,1957,12,3,,,,12110,147000000,1,1,4.4000001,0,10,0,32.580002,9.79,1.42
USA,2,1958,13,3,,,,11788,139000000,1,1,5.5999999,0,10,0,28.889999,8.8400002,0.38
USA,2,1959,14,3,,,,12313,152000000,1,1,5.8000002,0,10,0,29.030001,8.7399998,0.07
USA,2,1960,15,3,,,,12413,154000000,1,1,6.1999998,0,10,0,25.889999,9.4499998,0.039999999
USA,2,1961,16,3,,,,12486,156000000,1,1,7,0,10,0,25.219999,9.2600002,-0.52999997
USA,2,1962,17,3,,,,13046,170000000,1,1,8.1999998,0,10,0,25.219999,9.2700005,0.41999999
USA,2,1963,18,3,,,,13446,181000000,1,1,7.1999998,0,10,0,25.219999,9.3000002,0.56
USA,2,1964,19,3,,,,14047,197000000,1,1,8,0,10,0,21.950001,9.6199999,0.17
USA,2,1965,20,3,,,,14768,218000000,1,1,8.3999996,0,10,0,22.58,9.5900002,0.33000001
USA,2,1966,21,3,,,,15484,240000000,1,1,8,0,10,0,22.83,9.9399996,0.68000001
USA,2,1967,22,3,,,,15668,245000000,1,1,7.4000001,0,10,0,22.66,10.11,0.81
USA,2,1968,23,3,,,,16275,265000000,1,1,7.5999999,0,10,0,22.9,10.45,0.82999998
USA,2,1969,24,3,,,,16644,277000000,1,1,7.1999998,0,10,0,23.66,10.47,0.88
USA,2,1970,25,3,,,,16486,272000000,1,1,6.4000001,0,10,0,24.059999,11.26,1.3200001
USA,2,1971,26,3,,,,16924,286000000,1,1,6,0,10,0,22.790001,11.24,1.13
USA,2,1972,27,3,,,,17759,315000000,1,1,5.4000001,0,10,0,23.360001,11.83,1.38
USA,2,1973,28,3,,,,18713,350000000,1,1,4.5999999,0,10,0,24.82,13.57,3.0899999
USA,2,1974,29,3,,,,18593,346000000,1,1,3.5999999,0,10,0,25.360001,17.08,5.8200002
USA,2,1975,30,3,,,,18178,330000000,1,1,3.5999999,0,10,0,25.35,16.15,4.9099998
USA,2,1976,31,3,,,,19153,367000000,1,1,3.4000001,0,10,0,26.059999,16.629999,4.8000002
USA,2,1977,32,3,,,,20037,401000000,1,1,2.8,0,10,0,26.059999,16.969999,3.4000001
USA,2,1978,33,3,,,,21004,441000000,1,1,2.5999999,0,10,0,26.059999,17.52,0.44
USA,2,1979,34,3,,,,21519,463000000,1,1,3.8,0,10,0,26.76,18.940001,2.79
USA,2,1980,35,3,,,,21337,455000000,1,1,3.8,0,10,0,26.059999,20.690001,4.0599999
USA,2,1981,36,3,,,,21643,468000000,1,1,4.1999998,0,10,0,25.35,20.01,3.04
USA,2,1982,37,3,,,,20812,433000000,1,1,5,0,10,0,26.059999,18.16,0.63999999
USA,2,1983,38,3,,,,21516,463000000,1,1,6.4000001,0,10,0,26.76,17.299999,-1.64
USA,2,1984,39,3,,,,23034,531000000,1,1,5.8000002,0,10,0,26.76,18.18,-2.52
USA,2,1985,40,3,,,,23618,558000000,1,1,5.5999999,0,10,0,27.459999,17.25,-2.76
USA,2,1986,41,3,,,,24181,585000000,1,1,5.4000001,0,10,0,27.459999,17.51,-0.64999998
USA,2,1987,42,3,,,,24839,617000000,1,1,5,0,10,0,27.459999,18.59,1.29
USA,2,1988,43,3,,,,25618,656000000,1,1,4.1999998,0,10,0,28.870001,19.76,1.58
USA,2,1989,44,3,,,,26283,691000000,1,1,4,0,10,0,30.280001,20.200001,2.95
USA,2,1990,45,3,,,,26470,701000000,1,1,3.8,0,10,0,34.029999,20.620001,3.1099999
USA,2,1991,46,3,,,,25922,672000000,1,1,3.5999999,0,10,0,32.91,20.639999,2.05
USA,2,1992,47,3,,,,26499,702000000,1,0,3.5999999,0,10,0,34.810001,20.799999,1.04
USA,2,1993,48,3,,,,26966,727000000,1,0,3.8,0,10,0,35,20.93,0.73000002
USA,2,1994,49,3,,,,27880,777000000,1,0,4,0,10,0,35,21.99,1.37
USA,2,1995,50,3,,,,28410,807000000,1,0,3.8,0,10,0,35.220001,23.459999,2.8199999
USA,2,1996,51,3,,,,29194,852000000,1,0,3.8,0,10,0,37.110001,23.709999,2.9100001
USA,2,1997,52,3,,,,30192,912000000,1,0,3.8,0,10,0,35.849998,24.5,3.5699999
USA,2,1998,53,3,,,,31091,967000000,1,0,3.5999999,0,10,0,35.849998,23.870001,1.89
USA,2,1999,54,3,,,,32132,1030000000,1,0,3,0,10,0,31.450001,24.23,0.76999998
USA,2,2000,55,3,,,,33309,1110000000,1,0,4.1999998,0,10,0,31.450001,26.200001,2.49
Canada,20,1945,0,0,0,0,0,,,1,0,,0,10,0,29.17,,
Canada,20,1946,1,0,0,0,0,,,1,0,,0,10,0,30.139999,,
Canada,20,1947,2,0,0,0,0,,,1,0,,0,10,0,28.379999,,
Canada,20,1948,3,0,0,0,0,,,1,0,,0,10,0,29.110001,,
Canada,20,1949,4,0,0,0,0,,,1,0,,1,10,0,28.75,,
Canada,20,1950,5,0,0,0,0,9023,81400000,1,0,1,1,10,0,29.629999,40.849998,2.5799999
Canada,20,1951,6,0,0,0,0,9329,87000000,1,0,1,1,10,0,29.27,43.43,2.5799999
Canada,20,1952,7,0,0,0,0,9797,96000000,1,0,1,1,10,0,32.93,39.16,-1.6900001
Canada,20,1953,8,0,0,0,0,9946,98900000,1,0,1,1,10,0,31.33,38.529999,-2.3299999
Canada,20,1954,9,0,0,0,0,9527,90800000,1,0,0.80000001,1,10,0,31.4,37.040001,-3.8099999
Canada,20,1955,10,0,0,0,0,10005,100000000,1,0,0.60000002,1,10,0,31.030001,38.709999,-4.7199998
Canada,20,1956,11,0,0,0,0,10596,112000000,1,0,0.40000001,1,10,0,31.82,39.380001,0.22
Canada,20,1957,12,0,0,0,0,10431,109000000,1,0,0.2,1,10,0,32.580002,37.970001,-0.55000001
Canada,20,1958,13,0,0,0,0,10330,107000000,1,0,0,1,10,0,28.889999,35.400002,-1.63
Canada,20,1959,14,0,0,0,0,10432,109000000,1,0,0,1,10,0,29.030001,35.959999,-2.75
Canada,20,1960,15,0,0,0,0,10419,109000000,1,0,0,1,10,0,25.889999,35.59,-3.79
Canada,20,1961,16,0,0,0,0,10459,109000000,1,0,0,1,10,0,25.219999,36.279999,-1.6900001
Canada,20,1962,17,0,0,0,0,10981,121000000,1,0,0,1,10,0,25.219999,36.099998,0.69
Canada,20,1963,18,0,0,0,0,11353,129000000,1,0,0,1,10,0,25.219999,35.990002,0.029999999
Canada,20,1964,19,0,0,0,0,11907,142000000,1,0,0,1,10,0,21.950001,37.740002,2.1500001
Canada,20,1965,20,0,0,0,0,12461,155000000,1,0,0,1,10,0,22.58,37.66,1.38
Canada,20,1966,21,0,0,0,0,13024,170000000,1,0,0,1,10,0,22.83,39.150002,3.05
Canada,20,1967,22,0,0,0,0,13095,171000000,1,0,0,1,10,0,22.66,40.009998,4.02
Canada,20,1968,23,0,0,0,0,13561,184000000,1,0,0,1,10,0,22.9,41.68,3.9400001
Canada,20,1969,24,0,0,0,0,14105,199000000,1,0,0,1,10,0,23.66,42.91,5.25
Canada,20,1970,25,0,0,0,0,14195,201000000,1,0,0,1,10,0,24.059999,42.59,3.45
Canada,20,1971,26,0,0,0,0,14589,213000000,1,0,0,1,10,0,22.790001,41.57,1.5599999
Canada,20,1972,27,0,0,0,0,15230,232000000,1,0,0,1,10,0,23.360001,42.77,1.09
Canada,20,1973,28,0,0,0,0,16204,263000000,1,0,0,1,10,0,24.82,45.259998,2.3499999
Canada,20,1974,29,0,0,0,0,16687,278000000,1,0,0.2,1,10,0,25.360001,49.299999,6.71
Canada,20,1975,30,0,0,0,0,16710,279000000,1,0,0.40000001,1,10,0,25.35,47.040001,5.4699998
Canada,20,1976,31,0,0,0,0,17458,305000000,1,0,0.40000001,1,10,0,26.059999,45.380001,2.6099999
Canada,20,1977,32,0,0,0,0,17757,315000000,1,0,0.40000001,1,10,0,26.059999,46.91,1.66
Canada,20,1978,33,0,0,0,0,18319,336000000,1,0,0.40000001,1,10,0,26.059999,50.080002,0.77999997
Canada,20,1979,34,0,0,0,0,19048,363000000,1,0,0.40000001,1,10,0,26.76,53.540001,6.5100002
Canada,20,1980,35,0,0,0,0,19024,362000000,1,0,0.40000001,1,10,0,26.059999,54.610001,9.2399998
Canada,20,1981,36,0,0,0,0,19521,381000000,1,0,0.40000001,1,10,0,25.35,53.369999,6.46
Canada,20,1982,37,0,0,0,0,18430,340000000,1,0,0.40000001,1,10,0,26.059999,47.639999,-2.4400001
Canada,20,1983,38,0,0,0,0,18832,355000000,1,0,0.40000001,1,10,0,26.76,47.880001,-5.6599998
Canada,20,1984,39,0,0,0,0,19892,396000000,1,0,0.2,1,10,0,26.76,54.009998,-0.60000002
Canada,20,1985,40,0,0,0,0,20702,429000000,1,0,0,1,10,0,27.459999,54.549999,1.1799999
Canada,20,1986,41,0,0,0,0,21011,441000000,1,0,0,1,10,0,27.459999,55.080002,7.4400001
Canada,20,1987,42,0,0,0,0,21720,472000000,1,0,0.2,1,10,0,27.459999,52.799999,4.9200001
Canada,20,1988,43,0,0,0,0,22595,511000000,1,0,0.40000001,1,10,0,28.870001,53.099998,-0.91000003
Canada,20,1989,44,0,0,0,0,22788,519000000,1,0,0.60000002,1,10,0,30.280001,51.709999,-2.8399999
Canada,20,1990,45,0,0,0,0,22335,499000000,1,0,0.60000002,1,10,0,34.029999,51.880001,-3.2
Canada,20,1991,46,0,0,0,0,21451,460000000,1,0,0.80000001,1,10,0,32.91,51.220001,-1.58
Canada,20,1992,47,0,0,0,0,21317,454000000,1,0,0.60000002,1,10,0,34.810001,55.009998,1.91
Canada,20,1993,48,0,0,0,0,21614,467000000,1,0,0.60000002,1,10,0,35,60.919998,9.21
Canada,20,1994,49,0,0,0,0,22510,507000000,1,0,0.60000002,1,10,0,35,67.440002,15.56
Canada,20,1995,50,0,0,0,0,22944,526000000,1,0,0.80000001,1,10,0,35.220001,72.099998,20.870001
Canada,20,1996,51,0,0,0,0,23089,533000000,1,0,0.60000002,1,10,0,37.110001,73.419998,18.41
Canada,20,1997,52,0,0,0,0,24080,580000000,1,0,0.80000001,1,10,0,35.849998,77.760002,16.84
Canada,20,1998,53,0,0,0,0,24792,615000000,1,0,0.80000001,1,10,0,35.849998,81.540001,14.1
Canada,20,1999,54,0,0,0,0,25901,671000000,1,0,0.60000002,1,10,0,31.450001,83.519997,11.43
Canada,20,2000,55,0,0,0,0,26924,725000000,1,0,1,1,10,0,31.450001,86.800003,13.39
Bahamas,31,1950,,,,,,,,,,,,,,,,
Bahamas,31,1951,,,,,,,,,,,,,,,,
Bahamas,31,1952,,,,,,,,,,,,,,,,
Bahamas,31,1953,,,,,,,,,,,,,,,,
Bahamas,31,1954,,,,,,,,,,,,,,,,
Bahamas,31,1955,,,,,,,,,,,,,,,,
Bahamas,31,1956,,,,,,,,,,,,,,,,
Bahamas,31,1957,,,,,,,,,,,,,,,,
Bahamas,31,1958,,,,,,,,,,,,,,,,
Bahamas,31,1959,,,,,,,,,,,,,,,,
Bahamas,31,1960,,,,,,,,,,,,,,,,
Bahamas,31,1961,,,,,,,,,,,,,,,,
Bahamas,31,1962,,,,,,,,,,,,,,,,
Bahamas,31,1963,,,,,,,,,,,,,,,,
Bahamas,31,1964,,,,,,,,,,,,,,,,
Bahamas,31,1965,,,,,,,,,,,,,,,,
Bahamas,31,1966,,,,,,,,,,,,,,,,
Bahamas,31,1967,,,,,,,,,,,,,,,,
Bahamas,31,1968,,,,,,,,,,,,,,,,
Bahamas,31,1969,,,,,,,,,,,,,,,,
Bahamas,31,1970,,,,,,,,,,,,,,,,
Bahamas,31,1971,,,,,,,,,,,,,,,,
Bahamas,31,1972,,,,,,,,,,,,,,,,
Bahamas,31,1973,0,0,0,0,0,10506,110000000,0,0,0,0,,,24.82,184.03,
Bahamas,31,1974,1,0,0,0,0,10506,110000000,0,0,0,0,,,25.360001,439.03,206.19
Bahamas,31,1975,2,0,0,0,0,10506,110000000,0,0,0,0,,,25.35,645.22998,206.19
Bahamas,31,1976,3,0,0,0,0,10506,110000000,0,0,0,0,,,26.059999,710.84998,271.82001
Bahamas,31,1977,4,0,0,0,0,10506,110000000,0,0,0,0,,,26.059999,770.47998,331.44
Bahamas,31,1978,5,0,0,0,0,11859,141000000,0,0,0,0,,,26.059999,593.78003,154.74001
Bahamas,31,1979,6,0,0,0,0,15103,228000000,0,0,0,0,,,26.76,502.76999,-142.45
Bahamas,31,1980,7,0,0,0,0,15341,235000000,0,0,0,0,,,26.059999,423.76001,-287.09
Bahamas,31,1981,8,0,0,0,0,13660,187000000,0,0,0,0,,,25.35,494.41,-276.07001
Bahamas,31,1982,9,0,0,0,0,13995,196000000,0,0,0,1,,,26.059999,323.34,-270.44
Bahamas,31,1983,10,0,0,0,0,14107,199000000,0,0,0,1,,,26.76,347.19,-155.58
Bahamas,31,1984,11,0,0,0,0,16420,270000000,0,0,0,1,,,26.76,304.41,-119.35
Bahamas,31,1985,12,0,0,0,0,16832,283000000,0,0,0,1,,,27.459999,207.95,-286.47
Bahamas,31,1986,13,0,0,0,0,16939,287000000,0,0,0,1,,,27.459999,198.94,-124.39
Bahamas,31,1987,14,0,0,0,0,17121,293000000,0,0,0,1,,,27.459999,179.14,-168.05
Bahamas,31,1988,15,0,0,0,0,17085,292000000,0,0,0,1,,,28.870001,123.13,-181.28
Bahamas,31,1989,16,0,0,0,0,17049,291000000,0,0,0,1,,,30.280001,177.71001,-30.23
Bahamas,31,1990,17,0,0,0,0,17012,289000000,0,0,0,1,,,34.029999,88.599998,-110.34
Bahamas,31,1991,18,0,0,0,0,16976,288000000,0,0,0,1,,,32.91,78.230003,-100.91
Bahamas,31,1992,19,0,0,0,0,16939,287000000,0,0,0,1,,,34.810001,86.639999,-36.5
Bahamas,31,1993,20,0,0,0,0,16903,286000000,0,0,0,1,,,35,99.830002,-77.879997
Bahamas,31,1994,21,0,0,0,0,16867,284000000,0,0,0,1,,,35,81.43,-7.1700001
Bahamas,31,1995,22,0,0,0,0,16830,283000000,0,0,0,1,,,35.220001,66.190002,-12.04
Bahamas,31,1996,23,0,0,0,0,16794,282000000,0,0,0,1,,,37.110001,94.739998,8.1099997
Bahamas,31,1997,24,0,0,0,0,16794,282000000,0,0,0,1,,,35.849998,94.099998,-5.73
Bahamas,31,1998,25,0,0,0,0,16794,282000000,0,0,0,1,,,35.849998,100.76,19.33
Bahamas,31,1999,26,0,0,0,0,16662,278000000,0,0,0,1,,,31.450001,107.42,41.220001
Bahamas,31,2000,27,0,0,0,0,16597,275000000,0,0,0,1,,,31.450001,114.07,19.33
Cuba,40,1945,0,0,0,0,0,,,0,0,,1,3,0,29.17,,
Cuba,40,1946,1,0,0,0,0,,,0,0,,1,3,0,30.139999,,
Cuba,40,1947,2,0,0,0,0,,,0,0,,1,3,0,28.379999,,
Cuba,40,1948,3,0,0,0,0,,,0,0,,1,3,0,29.110001,,
Cuba,40,1949,4,0,0,0,0,,,0,0,,1,3,0,28.75,,
Cuba,40,1950,5,0,0,0,0,2290,5244100,0,0,0,1,3,0,29.629999,8.6999998,1.2
Cuba,40,1951,6,0,0,0,0,2315,5359225,0,0,0,1,3,0,29.27,9.8999996,1.2
Cuba,40,1952,7,0,0,0,0,2340,5475600,0,0,0,1,9,6,32.93,8.8599997,0.16
Cuba,40,1953,8,0,0,0,0,2368,5607424,0,0,0,1,-3,-6,31.33,7.5900002,-1.11
Cuba,40,1954,9,0,0,0,0,2393,5726449,0,0,0,1,-5,-8,31.4,6.9099998,-1.79
Cuba,40,1955,10,0,0,0,0,2420,5856400,0,0,0,1,-9,-12,31.030001,7.77,-2.1300001
Cuba,40,1956,11,0,0,0,0,2448,5992704,0,0,0,1,-9,-12,31.82,8.5,-0.36000001
Cuba,40,1957,12,0,0,0,0,2476,6130576,0,0,0,1,-9,-18,32.580002,9.9099998,2.3199999
Cuba,40,1958,13,0,0,0,0,2503,6265009,0,0,0,1,-9,-6,28.889999,9.3100004,2.4000001
Cuba,40,1959,14,0,0,0,0,2530,6400900,0,1,0.40000001,1,0,5,29.030001,7.8099999,0.029999999
Cuba,40,1960,15,0,0,0,0,2558,6543364,0,1,1,1,-3,6,25.889999,6.6399999,-1.86
Cuba,40,1961,16,0,0,0,0,2594,6728836,0,1,1,1,-7,2,25.219999,7.0999999,-2.8099999
Cuba,40,1962,17,0,0,0,0,2633,6932689,0,1,1,1,-7,2,25.219999,7.02,-2.29
Cuba,40,1963,18,0,0,0,0,2672,7139584,0,1,0.75,0,-7,2,25.219999,7.4400001,-0.37
Cuba,40,1964,19,0,0,0,0,2713,7360369,0,1,0.60000002,0,-7,-7,21.950001,8.6599998,2.02
Cuba,40,1965,20,0,0,0,0,2755,7590025,0,1,0,0,-7,-4,22.58,7.9699998,0.88
Cuba,40,1966,21,0,0,0,0,2794,7806436,1,1,0,0,-7,0,22.83,8.1899996,1.17
Cuba,40,1967,22,0,0,0,0,2837,8048569,1,1,0.33333331,0,-7,0,22.66,8.71,1.26
Cuba,40,1968,23,0,0,0,0,2878,8282884,1,1,0.5,0,-7,0,22.9,8.3000002,-0.36000001
Cuba,40,1969,24,0,0,0,0,2922,8538084,1,1,0.5,0,-7,0,23.66,8.3500004,0.38
Cuba,40,1970,25,0,0,0,0,2965,8791225,1,1,0.40000001,0,-7,0,24.059999,10.26,2.0699999
Cuba,40,1971,26,0,0,0,0,2808,7884864,1,1,2,0,-7,0,22.790001,9.1700001,0.47
Cuba,40,1972,27,0,0,0,0,2718,7387524,1,1,1,0,-7,0,23.360001,8.1099997,-0.19
Cuba,40,1973,28,0,0,0,0,3405,11600000,1,1,0.66666669,0,-7,0,24.82,10.51,2.1500001
Cuba,40,1974,29,0,0,0,0,3020,9120400,1,1,0.75,0,-7,0,25.360001,16.610001,6.3499999
Cuba,40,1975,30,0,0,0,0,2897,8392609,1,1,0.75,0,-7,0,25.35,23.09,13.92
Cuba,40,1976,31,0,0,0,0,2933,8602489,1,1,1,0,-7,0,26.059999,20.27,12.16
Cuba,40,1977,32,0,0,0,0,2972,8832784,1,1,4,0,-7,0,26.059999,20.92,10.42
Cuba,40,1978,33,0,0,0,0,3011,9066121,1,1,3,0,-7,0,26.059999,23.389999,6.7800002
Cuba,40,1979,34,0,0,0,0,3013,9078169,1,1,2.666667,0,-7,0,26.76,23.959999,0.87
Cuba,40,1980,35,0,0,0,0,3018,9108324,1,1,2.5,0,-7,0,26.059999,26.08,5.8099999
Cuba,40,1981,36,0,0,0,0,3135,9828225,1,1,2,0,-7,0,25.35,24.17,3.25
Cuba,40,1982,37,0,0,0,0,3293,10800000,1,1,1.8,0,-7,0,26.059999,24.16,0.76999998
Cuba,40,1983,38,0,0,0,0,3474,12100000,1,1,3,0,-7,0,26.76,24.870001,0.89999998
Cuba,40,1984,39,0,0,0,0,3733,13900000,1,1,2,0,-7,0,26.76,21.139999,-4.9400001
Cuba,40,1985,40,0,0,0,0,3886,15100000,1,1,1.666667,0,-7,0,27.459999,20.33,-3.8399999
Cuba,40,1986,41,0,0,0,0,3764,14200000,1,1,1.5,0,-7,0,27.459999,17.370001,-6.79
Cuba,40,1987,42,0,0,0,0,3541,12500000,1,1,1.25,0,-7,0,27.459999,14.86,-10.01
Cuba,40,1988,43,0,0,0,0,3626,13100000,1,1,1.2,0,-7,0,28.870001,14.47,-6.6700001
Cuba,40,1989,44,0,0,0,0,3592,12900000,1,1,0,0,-7,0,30.280001,12.81,-7.5100002
Cuba,40,1990,45,0,0,0,0,3446,11900000,1,1,0.5,0,-7,0,34.029999,11.5,-5.8699999
Cuba,40,1991,46,0,0,0,0,3018,9108324,1,1,0.33333331,0,-7,0,32.91,8.4700003,-6.3899999
Cuba,40,1992,47,0,0,0,0,2643,6985449,1,1,0.25,0,-7,0,34.810001,6.75,-7.7199998
Cuba,40,1993,48,0,0,0,0,2280,5198400,1,1,0.25,0,-7,0,35,5.7199998,-7.0900002
Cuba,40,1994,49,0,0,0,0,2276,5180176,1,1,0.2,0,-7,0,35,6.3499999,-5.1599998
Cuba,40,1995,50,0,0,0,0,2308,5326864,1,1,0,0,-7,0,35.220001,7.75,-0.73000002
Cuba,40,1996,51,0,0,0,0,2467,6086089,1,1,0.5,0,-7,0,37.110001,8.6800003,1.9299999
Cuba,40,1997,52,0,0,0,0,2517,6335289,1,1,0.33333331,0,-7,0,35.849998,8.6800003,2.96
Cuba,40,1998,53,0,0,0,0,2545,6477025,1,1,0.25,0,-7,0,35.849998,8.6800003,2.3299999
Cuba,40,1999,54,0,0,0,0,2644,6990736,1,1,0.25,0,-7,0,31.450001,8.6800003,0.94
Cuba,40,2000,55,0,0,0,0,2717,7382089,1,1,0.2,0,-7,0,31.450001,8.6800003,0
Haiti,41,1945,0,0,0,0,0,,,0,1,,1,0,0,29.17,,
Haiti,41,1946,1,0,0,0,0,,,0,0,,1,-1,-1,30.139999,,
Haiti,41,1947,2,0,0,0,0,,,0,0,,1,-2,-2,28.379999,,
Haiti,41,1948,3,0,0,0,0,,,0,0,,1,-3,-3,29.110001,,
Haiti,41,1949,4,0,0,0,0,,,0,0,,1,-4,-4,28.75,,
Haiti,41,1950,5,0,0,0,0,1254,1572516,0,0,1,1,-5,-5,29.629999,9.5500002,0.87
Haiti,41,1951,6,0,0,0,0,1254,1572516,0,0,0.5,1,-5,-4,29.27,10.39,
Haiti,41,1952,7,0,0,0,0,1254,1572516,0,0,0.33333331,1,-5,-3,32.93,11.21,
Haiti,41,1953,8,0,0,0,0,1254,1572516,0,0,0.25,1,-5,-2,31.33,8.6099997,
Haiti,41,1954,9,0,0,0,0,1254,1572516,0,0,0.2,1,-5,-1,31.4,11.05,
Haiti,41,1955,10,0,0,0,0,1254,1572516,0,0,0,1,-5,0,31.030001,7.9400001,
Haiti,41,1956,11,0,0,0,0,1254,1572516,0,0,0,1,-5,0,31.82,8.9099998,
Haiti,41,1957,12,0,0,0,0,1254,1572516,0,0,0,1,-5,0,32.580002,5.7600002,
Haiti,41,1958,13,0,0,0,0,1254,1572516,0,0,0,1,-8,-3,28.889999,8.1499996,
Haiti,41,1959,14,0,0,0,0,1254,1572516,0,0,0,1,-8,-3,29.030001,6.1100001,
Haiti,41,1960,15,0,0,0,0,1065,1134225,0,0,0,1,-8,-3,25.889999,43.540001,-1.73
Haiti,41,1961,16,0,0,0,0,1005,1010025,0,0,0,1,-9,-4,25.219999,41.810001,-1.73
Haiti,41,1962,17,0,0,0,0,1065,1134225,0,0,0,1,-9,-4,25.219999,43.77,0.23
Haiti,41,1963,18,0,0,0,0,1028,1056784,0,0,0.2,1,-9,-1,25.219999,37.369999,-6.1700001
Haiti,41,1964,19,0,0,0,0,1002,1004004,0,0,0.2,1,-9,-1,21.950001,30.34,-13.2
Haiti,41,1965,20,0,0,0,0,1012,1024144,0,0,0.2,1,-9,-1,22.58,30.780001,-11.02
Haiti,41,1966,21,0,0,0,0,975,950625,0,0,0.2,1,-9,0,22.83,28,-15.77
Haiti,41,1967,22,0,0,0,0,955,912025,0,0,0.2,1,-9,0,22.66,26.48,-10.89
Haiti,41,1968,23,0,0,0,0,953,908209,0,0,0,1,-9,0,22.9,28.139999,-2.2
Haiti,41,1969,24,0,0,0,0,960,921600,0,0,0,1,-9,0,23.66,28.59,-2.1900001
Haiti,41,1970,25,0,0,0,0,932,868624,0,0,0,1,-9,0,24.059999,31.49,3.49
Haiti,41,1971,26,0,0,0,0,1000,1000000,0,0,0,1,-10,-1,22.790001,30.67,4.1999998
Haiti,41,1972,27,0,0,0,0,978,956484,0,0,0,1,-10,-1,23.360001,29.85,1.72
Haiti,41,1973,28,0,0,0,0,950,902500,0,0,0,1,-10,-1,24.82,29.280001,0.69
Haiti,41,1974,29,0,0,0,0,977,954529,0,0,0,1,-10,-1,25.360001,31.34,-0.15000001
Haiti,41,1975,30,0,0,0,0,922,850084,0,0,0,1,-10,-1,25.35,37.529999,6.8600001
Haiti,41,1976,31,0,0,0,0,975,950625,0,0,0,1,-10,0,26.059999,42.41,12.56
Haiti,41,1977,32,0,0,0,0,967,935089,0,0,0,1,-9,1,26.059999,45.560001,16.27
Haiti,41,1978,33,0,0,0,0,999,998001,0,0,0,1,-9,1,26.059999,49.57,18.23
Haiti,41,1979,34,0,0,0,0,1034,1069156,0,0,0,1,-9,1,26.76,49.040001,11.51
Haiti,41,1980,35,0,0,0,0,1107,1225449,0,0,0,1,-9,1,26.059999,52.130001,9.7200003
Haiti,41,1981,36,0,0,0,0,1061,1125721,0,0,0,1,-9,1,25.35,49.16,3.5999999
Haiti,41,1982,37,0,0,0,0,1006,1012036,0,0,0,1,-9,0,26.059999,49.630001,0.059999999
Haiti,41,1983,38,0,0,0,0,990,980100,0,0,0,1,-9,0,26.76,45.450001,-3.5999999
Haiti,41,1984,39,0,0,0,0,970,940900,0,0,0,1,-9,0,26.76,43.990002,-8.1400003
Haiti,41,1985,40,0,0,0,0,962,925444,0,0,0,1,-9,0,27.459999,45.25,-3.9100001
Haiti,41,1986,41,0,0,0,0,939,881721,0,0,0.2,1,-8,1,27.459999,38.07,-11.56
Haiti,41,1987,42,0,0,0,0,906,820836,0,0,0.40000001,1,-8,1,27.459999,40.779999,-4.6599998
Haiti,41,1988,43,0,0,0,0,900,810000,0,0,0.40000001,1,-7,2,28.870001,39.509998,-4.48
Haiti,41,1989,44,0,0,0,0,847,717409,0,0,0.40000001,1,-6,3,30.280001,37.360001,-7.8800001
Haiti,41,1990,45,0,0,0,0,863,744769,0,0,0.40000001,1,7,16,34.029999,45.240002,7.1700001
Haiti,41,1991,46,0,0,0,0,964,929296,0,0,0.2,1,-7,1,32.91,35.330002,-5.4499998
Haiti,41,1992,47,0,0,0,0,866,749956,0,0,0,1,-7,1,34.810001,19.42,-20.09
Haiti,41,1993,48,0,0,0,0,842,708964,0,0,0.2,1,-7,0,35,29.780001,-7.5799999
Haiti,41,1994,49,0,0,0,0,1023,1046529,0,0,0.2,1,7,13,35,21.709999,-23.52
Haiti,41,1995,50,0,0,0,0,1463,2140369,0,0,0.2,1,7,0,35.220001,39.369999,4.04
Haiti,41,1996,51,0,0,0,0,1757,3087049,0,0,0.2,1,7,14,37.110001,35.389999,15.97
Haiti,41,1997,52,0,0,0,0,2025,4100625,0,0,0.2,1,7,14,35.849998,31.370001,1.58
Haiti,41,1998,53,0,0,0,0,2349,5517801,0,0,0,1,7,14,35.849998,40.630001,18.92
Haiti,41,1999,54,0,0,0,0,2687,7219969,0,0,0,1,6,-1,31.450001,40.630001,1.26
Haiti,41,2000,55,0,0,0,0,3009,9054081,0,0,0,1,6,-1,31.450001,40.630001,5.2399998
