,level_0,index,country,cowcc,year,risk,level,explore,pursue,acquire,gdpcap,g2,industry1,rivalry,disputes,allies,democracy,democratization,percentdems,openness,liberalization,iso2c,iso3c,region,log_gdpcap,log_g2
0,0,0,USA,2,1945,0,3,1,1,1,10598,112000000,1,1,6,0,10,0,29.17,7,1,US,USA,Northern America,9.268514936,18.53400944
61,61,61,Canada,20,1950,5,0,0,0,0,9023,81400000,1,0,1,1,10,0,29.629999,40.849998,2.5799999,CA,CAN,Northern America,9.107642974,18.21488584
62,62,62,Canada,20,1951,6,0,0,0,0,9329,87000000,1,0,1,1,10,0,29.27,43.43,2.5799999,CA,CAN,Northern America,9.140990294,18.28141869
63,63,63,Canada,20,1952,7,0,0,0,0,9797,96000000,1,0,1,1,10,0,32.93,39.16,-1.6900001,CA,CAN,Northern America,9.189933562,18.37985876
64,64,64,Canada,20,1953,8,0,0,0,0,9946,98900000,1,0,1,1,10,0,31.33,38.529999,-2.3299999,CA,CAN,Northern America,9.205026277,18.40961981
65,65,65,Canada,20,1954,9,0,0,0,0,9527,90800000,1,0,0.80000001,1,10,0,31.4,37.040001,-3.8099999,CA,CAN,Northern America,9.161990111,18.32416985
66,66,66,Canada,20,1955,10,0,0,0,0,10005,100000000,1,0,0.60000002,1,10,0,31.030001,38.709999,-4.7199998,CA,CAN,Northern America,9.210940192,18.42068075
67,67,67,Canada,20,1956,11,0,0,0,0,10596,112000000,1,0,0.40000001,1,10,0,31.82,39.380001,0.22,CA,CAN,Northern America,9.268326221,18.53400944
68,68,68,Canada,20,1957,12,0,0,0,0,10431,109000000,1,0,0.2,1,10,0,32.580002,37.970001,-0.55000001,CA,CAN,Northern America,9.252633284,18.50685845
69,69,69,Canada,20,1958,13,0,0,0,0,10330,107000000,1,0,0,1,10,0,28.889999,35.400002,-1.63,CA,CAN,Northern America,9.242904363,18.4883394
70,70,70,Canada,20,1959,14,0,0,0,0,10432,109000000,1,0,0,1,10,0,29.030001,35.959999,-2.75,CA,CAN,Northern America,9.252729138,18.50685845
71,71,71,Canada,20,1960,15,0,0,0,0,10419,109000000,1,0,0,1,10,0,25.889999,35.59,-3.79,CA,CAN,Northern America,9.251482315,18.50685845
72,72,72,Canada,20,1961,16,0,0,0,0,10459,109000000,1,0,0,1,10,0,25.219999,36.279999,-1.6900001,CA,CAN,Northern America,9.255313738,18.50685845
73,73,73,Canada,20,1962,17,0,0,0,0,10981,121000000,1,0,0,1,10,0,25.219999,36.099998,0.69,CA,CAN,Northern America,9.304012848,18.61130111
74,74,74,Canada,20,1963,18,0,0,0,0,11353,129000000,1,0,0,1,10,0,25.219999,35.990002,0.029999999,CA,CAN,Northern America,9.337325384,18.67532297
75,75,75,Canada,20,1964,19,0,0,0,0,11907,142000000,1,0,0,1,10,0,21.950001,37.740002,2.1500001,CA,CAN,Northern America,9.384965722,18.77133762
76,76,76,Canada,20,1965,20,0,0,0,0,12461,155000000,1,0,0,1,10,0,22.58,37.66,1.38,CA,CAN,Northern America,9.430439293,18.85893568
77,77,77,Canada,20,1966,21,0,0,0,0,13024,170000000,1,0,0,1,10,0,22.83,39.150002,3.05,CA,CAN,Northern America,9.474625867,18.951309
78,78,78,Canada,20,1967,22,0,0,0,0,13095,171000000,1,0,0,1,10,0,22.66,40.009998,4.02,CA,CAN,Northern America,9.480062119,18.95717412
79,79,79,Canada,20,1968,23,0,0,0,0,13561,184000000,1,0,0,1,10,0,22.9,41.68,3.9400001,CA,CAN,Northern America,9.515027043,19.03044632
80,80,80,Canada,20,1969,24,0,0,0,0,14105,199000000,1,0,0,1,10,0,23.66,42.91,5.25,CA,CAN,Northern America,9.554355518,19.10881539
81,81,81,Canada,20,1970,25,0,0,0,0,14195,201000000,1,0,0,1,10,0,24.059999,42.59,3.45,CA,CAN,Northern America,9.560715514,19.11881547
82,82,82,Canada,20,1971,26,0,0,0,0,14589,213000000,1,0,0,1,10,0,22.790001,41.57,1.5599999,CA,CAN,Northern America,9.588091642,19.17680273
83,83,83,Canada,20,1972,27,0,0,0,0,15230,232000000,1,0,0,1,10,0,23.360001,42.77,1.09,CA,CAN,Northern America,9.631088104,19.26224793
84,84,84,Canada,20,1973,28,0,0,0,0,16204,263000000,1,0,0,1,10,0,24.82,45.259998,2.3499999,CA,CAN,Northern America,9.693075116,19.38766459
85,85,85,Canada,20,1974,29,0,0,0,0,16687,278000000,1,0,0.2,1,10,0,25.360001,49.299999,6.71,CA,CAN,Northern America,9.722445177,19.44313168
86,86,86,Canada,20,1975,30,0,0,0,0,16710,279000000,1,0,0.40000001,1,10,0,25.35,47.040001,5.4699998,CA,CAN,Northern America,9.723822464,19.44672234
87,87,87,Canada,20,1976,31,0,0,0,0,17458,305000000,1,0,0.40000001,1,10,0,26.059999,45.380001,2.6099999,CA,CAN,Northern America,9.767610554,19.53582234
88,88,88,Canada,20,1977,32,0,0,0,0,17757,315000000,1,0,0.40000001,1,10,0,26.059999,46.91,1.66,CA,CAN,Northern America,9.784591398,19.5680832
89,89,89,Canada,20,1978,33,0,0,0,0,18319,336000000,1,0,0.40000001,1,10,0,26.059999,50.080002,0.77999997,CA,CAN,Northern America,9.815748638,19.63262172
90,90,90,Canada,20,1979,34,0,0,0,0,19048,363000000,1,0,0.40000001,1,10,0,26.76,53.540001,6.5100002,CA,CAN,Northern America,9.854769886,19.70991339
91,91,91,Canada,20,1980,35,0,0,0,0,19024,362000000,1,0,0.40000001,1,10,0,26.059999,54.610001,9.2399998,CA,CAN,Northern America,9.853509183,19.70715477
92,92,92,Canada,20,1981,36,0,0,0,0,19521,381000000,1,0,0.40000001,1,10,0,25.35,53.369999,6.46,CA,CAN,Northern America,9.879297314,19.75830994
93,93,93,Canada,20,1982,37,0,0,0,0,18430,340000000,1,0,0.40000001,1,10,0,26.059999,47.639999,-2.4400001,CA,CAN,Northern America,9.821789309,19.64445618
94,94,94,Canada,20,1983,38,0,0,0,0,18832,355000000,1,0,0.40000001,1,10,0,26.76,47.880001,-5.6599998,CA,CAN,Northern America,9.843365929,19.68762835
95,95,95,Canada,20,1984,39,0,0,0,0,19892,396000000,1,0,0.2,1,10,0,26.76,54.009998,-0.60000002,CA,CAN,Northern America,9.89812319,19.79692477
96,96,96,Canada,20,1985,40,0,0,0,0,20702,429000000,1,0,0,1,10,0,27.459999,54.549999,1.1799999,CA,CAN,Northern America,9.938033896,19.87696748
97,97,97,Canada,20,1986,41,0,0,0,0,21011,441000000,1,0,0,1,10,0,27.459999,55.080002,7.4400001,CA,CAN,Northern America,9.952848982,19.90455544
98,98,98,Canada,20,1987,42,0,0,0,0,21720,472000000,1,0,0.2,1,10,0,27.459999,52.799999,4.9200001,CA,CAN,Northern America,9.986034814,19.97248955
99,99,99,Canada,20,1988,43,0,0,0,0,22595,511000000,1,0,0.40000001,1,10,0,28.870001,53.099998,-0.91000003,CA,CAN,Northern America,10.02552818,20.05188015
100,100,100,Canada,20,1989,44,0,0,0,0,22788,519000000,1,0,0.60000002,1,10,0,30.280001,51.709999,-2.8399999,CA,CAN,Northern America,10.03403324,20.06741444
101,101,101,Canada,20,1990,45,0,0,0,0,22335,499000000,1,0,0.60000002,1,10,0,34.029999,51.880001,-3.2,CA,CAN,Northern America,10.01395501,20.02811666
102,102,102,Canada,20,1991,46,0,0,0,0,21451,460000000,1,0,0.80000001,1,10,0,32.91,51.220001,-1.58,CA,CAN,Northern America,9.97357316,19.94673705
103,103,103,Canada,20,1992,47,0,0,0,0,21317,454000000,1,0,0.60000002,1,10,0,34.810001,55.009998,1.91,CA,CAN,Northern America,9.967307065,19.93360776
104,104,104,Canada,20,1993,48,0,0,0,0,21614,467000000,1,0,0.60000002,1,10,0,35,60.919998,9.21,CA,CAN,Northern America,9.981142797,19.96183982
105,105,105,Canada,20,1994,49,0,0,0,0,22510,507000000,1,0,0.60000002,1,10,0,35,67.440002,15.56,CA,CAN,Northern America,10.02175936,20.04402156
106,106,106,Canada,20,1995,50,0,0,0,0,22944,526000000,1,0,0.80000001,1,10,0,35.220001,72.099998,20.870001,CA,CAN,Northern America,10.04085533,20.08081177
107,107,107,Canada,20,1996,51,0,0,0,0,23089,533000000,1,0,0.60000002,1,10,0,37.110001,73.419998,18.41,CA,CAN,Northern America,10.0471549,20.09403198
108,108,108,Canada,20,1997,52,0,0,0,0,24080,580000000,1,0,0.80000001,1,10,0,35.849998,77.760002,16.84,CA,CAN,Northern America,10.08917843,20.17853866
109,109,109,Canada,20,1998,53,0,0,0,0,24792,615000000,1,0,0.80000001,1,10,0,35.849998,81.540001,14.1,CA,CAN,Northern America,10.11831663,20.23713283
110,110,110,Canada,20,1999,54,0,0,0,0,25901,671000000,1,0,0.60000002,1,10,0,31.450001,83.519997,11.43,CA,CAN,Northern America,10.16207546,20.3242797
111,111,111,Canada,20,2000,55,0,0,0,0,26924,725000000,1,0,1,1,10,0,31.450001,86.800003,13.39,CA,CAN,Northern America,10.2008105,20.40168221
168,168,168,Cuba,40,1950,5,0,0,0,0,2290,5244100,0,0,0,1,3,0,29.629999,8.6999998,1.2,CU,CUB,Caribbean,7.736743682,15.47261438
169,169,169,Cuba,40,1951,6,0,0,0,0,2315,5359225,0,0,0,1,3,0,29.27,9.8999996,1.2,CU,CUB,Caribbean,7.747596839,15.49433012
170,170,170,Cuba,40,1952,7,0,0,0,0,2340,5475600,0,0,0,1,9,6,32.93,8.8599997,0.16,CU,CUB,Caribbean,7.758333467,15.5158126
171,171,171,Cuba,40,1953,8,0,0,0,0,2368,5607424,0,0,0,1,-3,-6,31.33,7.5900002,-1.11,CU,CUB,Caribbean,7.770223204,15.53960217
172,172,172,Cuba,40,1954,9,0,0,0,0,2393,5726449,0,0,0,1,-5,-8,31.4,6.9099998,-1.79,CU,CUB,Caribbean,7.780720886,15.56060635
173,173,173,Cuba,40,1955,10,0,0,0,0,2420,5856400,0,0,0,1,-9,-12,31.030001,7.77,-2.1300001,CU,CUB,Caribbean,7.791935957,15.58304581
174,174,174,Cuba,40,1956,11,0,0,0,0,2448,5992704,0,0,0,1,-9,-12,31.82,8.5,-0.36000001,CU,CUB,Caribbean,7.803435057,15.60605345
175,175,175,Cuba,40,1957,12,0,0,0,0,2476,6130576,0,0,0,1,-9,-18,32.580002,9.9099998,2.3199999,CU,CUB,Caribbean,7.814803429,15.62879943
176,176,176,Cuba,40,1958,13,0,0,0,0,2503,6265009,0,0,0,1,-9,-6,28.889999,9.3100004,2.4000001,CU,CUB,Caribbean,7.825644732,15.65049074
177,177,177,Cuba,40,1959,14,0,0,0,0,2530,6400900,0,1,0.40000001,1,0,5,29.030001,7.8099999,0.029999999,CU,CUB,Caribbean,7.836369761,15.67194932
178,178,178,Cuba,40,1960,15,0,0,0,0,2558,6543364,0,1,1,1,-3,6,25.889999,6.6399999,-1.86,CU,CUB,Caribbean,7.847371836,15.69396212
179,179,179,Cuba,40,1961,16,0,0,0,0,2594,6728836,0,1,1,1,-7,2,25.219999,7.0999999,-2.8099999,CU,CUB,Caribbean,7.861341796,15.72191288
180,180,180,Cuba,40,1962,17,0,0,0,0,2633,6932689,0,1,1,1,-7,2,25.219999,7.02,-2.29,CU,CUB,Caribbean,7.876258882,15.75175846
181,181,181,Cuba,40,1963,18,0,0,0,0,2672,7139584,0,1,0.75,0,-7,2,25.219999,7.4400001,-0.37,CU,CUB,Caribbean,7.890956716,15.78116521
182,182,182,Cuba,40,1964,19,0,0,0,0,2713,7360369,0,1,0.60000002,0,-7,-7,21.950001,8.6599998,2.02,CU,CUB,Caribbean,7.90617884,15.81162076
183,183,183,Cuba,40,1965,20,0,0,0,0,2755,7590025,0,1,0,0,-7,-4,22.58,7.9699998,0.88,CU,CUB,Caribbean,7.921535632,15.84234557
184,184,184,Cuba,40,1966,21,0,0,0,0,2794,7806436,1,1,0,0,-7,0,22.83,8.1899996,1.17,CU,CUB,Caribbean,7.935587386,15.87045921
185,185,185,Cuba,40,1967,22,0,0,0,0,2837,8048569,1,1,0.33333331,0,-7,0,22.66,8.71,1.26,CU,CUB,Caribbean,7.950854858,15.90100499
186,186,186,Cuba,40,1968,23,0,0,0,0,2878,8282884,1,1,0.5,0,-7,0,22.9,8.3000002,-0.36000001,CU,CUB,Caribbean,7.965198291,15.9297019
187,187,187,Cuba,40,1969,24,0,0,0,0,2922,8538084,1,1,0.5,0,-7,0,23.66,8.3500004,0.38,CU,CUB,Caribbean,7.980365765,15.9600473
188,188,188,Cuba,40,1970,25,0,0,0,0,2965,8791225,1,1,0.40000001,0,-7,0,24.059999,10.26,2.0699999,CU,CUB,Caribbean,7.994969523,15.98926474
189,189,189,Cuba,40,1971,26,0,0,0,0,2808,7884864,1,1,2,0,-7,0,22.790001,9.1700001,0.47,CU,CUB,Caribbean,7.940583827,15.88045566
190,190,190,Cuba,40,1972,27,0,0,0,0,2718,7387524,1,1,1,0,-7,0,23.360001,8.1099997,-0.19,CU,CUB,Caribbean,7.908019445,15.81530332
191,191,191,Cuba,40,1973,28,0,0,0,0,3405,11600000,1,1,0.66666669,0,-7,0,24.82,10.51,2.1500001,CU,CUB,Caribbean,8.133293861,16.26651574
192,192,192,Cuba,40,1974,29,0,0,0,0,3020,9120400,1,1,0.75,0,-7,0,25.360001,16.610001,6.3499999,CU,CUB,Caribbean,8.013343181,16.02602433
193,193,193,Cuba,40,1975,30,0,0,0,0,2897,8392609,1,1,0.75,0,-7,0,25.35,23.09,13.92,CU,CUB,Caribbean,7.971776123,15.94286211
194,194,194,Cuba,40,1976,31,0,0,0,0,2933,8602489,1,1,1,0,-7,0,26.059999,20.27,12.16,CU,CUB,Caribbean,7.984121959,15.96756225
195,195,195,Cuba,40,1977,32,0,0,0,0,2972,8832784,1,1,4,0,-7,0,26.059999,20.92,10.42,CU,CUB,Caribbean,7.997326823,15.99398092
196,196,196,Cuba,40,1978,33,0,0,0,0,3011,9066121,1,1,3,0,-7,0,26.059999,23.389999,6.7800002,CU,CUB,Caribbean,8.010359589,16.02005517
197,197,197,Cuba,40,1979,34,0,0,0,0,3013,9078169,1,1,2.666667,0,-7,0,26.76,23.959999,0.87,CU,CUB,Caribbean,8.011023379,16.02138319
198,198,198,Cuba,40,1980,35,0,0,0,0,3018,9108324,1,1,2.5,0,-7,0,26.059999,26.08,5.8099999,CU,CUB,Caribbean,8.01268093,16.02469939
199,199,199,Cuba,40,1981,36,0,0,0,0,3135,9828225,1,1,2,0,-7,0,25.35,24.17,3.25,CU,CUB,Caribbean,8.050703381,16.10076901
200,200,200,Cuba,40,1982,37,0,0,0,0,3293,10800000,1,1,1.8,0,-7,0,26.059999,24.16,0.76999998,CU,CUB,Caribbean,8.099857911,16.19505678
201,201,201,Cuba,40,1983,38,0,0,0,0,3474,12100000,1,1,3,0,-7,0,26.76,24.870001,0.89999998,CU,CUB,Caribbean,8.153349758,16.30871609
202,202,202,Cuba,40,1984,39,0,0,0,0,3733,13900000,1,1,2,0,-7,0,26.76,21.139999,-4.9400001,CU,CUB,Caribbean,8.225235324,16.44739947
203,203,203,Cuba,40,1985,40,0,0,0,0,3886,15100000,1,1,1.666667,0,-7,0,27.459999,20.33,-3.8399999,CU,CUB,Caribbean,8.265392931,16.53020537
204,204,204,Cuba,40,1986,41,0,0,0,0,3764,14200000,1,1,1.5,0,-7,0,27.459999,17.370001,-6.79,CU,CUB,Caribbean,8.23350314,16.46875259
205,205,205,Cuba,40,1987,42,0,0,0,0,3541,12500000,1,1,1.25,0,-7,0,27.459999,14.86,-10.01,CU,CUB,Caribbean,8.172446818,16.34123928
206,206,206,Cuba,40,1988,43,0,0,0,0,3626,13100000,1,1,1.2,0,-7,0,28.870001,14.47,-6.6700001,CU,CUB,Caribbean,8.196161139,16.38812286
207,207,207,Cuba,40,1989,44,0,0,0,0,3592,12900000,1,1,0,0,-7,0,30.280001,12.81,-7.5100002,CU,CUB,Caribbean,8.186742787,16.37273795
208,208,208,Cuba,40,1990,45,0,0,0,0,3446,11900000,1,1,0.5,0,-7,0,34.029999,11.5,-5.8699999,CU,CUB,Caribbean,8.145259567,16.29204904
209,209,209,Cuba,40,1991,46,0,0,0,0,3018,9108324,1,1,0.33333331,0,-7,0,32.91,8.4700003,-6.3899999,CU,CUB,Caribbean,8.01268093,16.02469939
210,210,210,Cuba,40,1992,47,0,0,0,0,2643,6985449,1,1,0.25,0,-7,0,34.810001,6.75,-7.7199998,CU,CUB,Caribbean,7.880048201,15.75933997
211,211,211,Cuba,40,1993,48,0,0,0,0,2280,5198400,1,1,0.25,0,-7,0,35,5.7199998,-7.0900002,CU,CUB,Caribbean,7.732369222,15.46386164
212,212,212,Cuba,40,1994,49,0,0,0,0,2276,5180176,1,1,0.2,0,-7,0,35,6.3499999,-5.1599998,CU,CUB,Caribbean,7.730614066,15.46034978
213,213,213,Cuba,40,1995,50,0,0,0,0,2308,5326864,1,1,0,0,-7,0,35.220001,7.75,-0.73000002,CU,CUB,Caribbean,7.744569809,15.48827344
214,214,214,Cuba,40,1996,51,0,0,0,0,2467,6086089,1,1,0.5,0,-7,0,37.110001,8.6800003,1.9299999,CU,CUB,Caribbean,7.811163385,15.6215164
215,215,215,Cuba,40,1997,52,0,0,0,0,2517,6335289,1,1,0.33333331,0,-7,0,35.849998,8.6800003,2.96,CU,CUB,Caribbean,7.831220215,15.66164615
216,216,216,Cuba,40,1998,53,0,0,0,0,2545,6477025,1,1,0.25,0,-7,0,35.849998,8.6800003,2.3299999,CU,CUB,Caribbean,7.842278779,15.68377201
217,217,217,Cuba,40,1999,54,0,0,0,0,2644,6990736,1,1,0.25,0,-7,0,31.450001,8.6800003,0.94,CU,CUB,Caribbean,7.880426344,15.76009654
218,218,218,Cuba,40,2000,55,0,0,0,0,2717,7382089,1,1,0.2,0,-7,0,31.450001,8.6800003,0,CU,CUB,Caribbean,7.907651595,15.81456735
224,224,224,Haiti,41,1950,5,0,0,0,0,1254,1572516,0,0,1,1,-5,-5,29.629999,9.5500002,0.87,HT,HTI,Caribbean,7.134890852,14.26818808
234,234,234,Haiti,41,1960,15,0,0,0,0,1065,1134225,0,0,0,1,-8,-3,25.889999,43.540001,-1.73,HT,HTI,Caribbean,6.971668605,13.94146104
235,235,235,Haiti,41,1961,16,0,0,0,0,1005,1010025,0,0,0,1,-9,-4,25.219999,41.810001,-1.73,HT,HTI,Caribbean,6.913737351,13.82548663
236,236,236,Haiti,41,1962,17,0,0,0,0,1065,1134225,0,0,0,1,-9,-4,25.219999,43.77,0.23,HT,HTI,Caribbean,6.971668605,13.94146104
237,237,237,Haiti,41,1963,18,0,0,0,0,1028,1056784,0,0,0.2,1,-9,-1,25.219999,37.369999,-6.1700001,HT,HTI,Caribbean,6.936342736,13.87074184
238,238,238,Haiti,41,1964,19,0,0,0,0,1002,1004004,0,0,0.2,1,-9,-1,21.950001,30.34,-13.2,HT,HTI,Caribbean,6.910750788,13.81950756
239,239,239,Haiti,41,1965,20,0,0,0,0,1012,1024144,0,0,0.2,1,-9,-1,22.58,30.780001,-11.02,HT,HTI,Caribbean,6.920671504,13.83936868
240,240,240,Haiti,41,1966,21,0,0,0,0,975,950625,0,0,0.2,1,-9,0,22.83,28,-15.77,HT,HTI,Caribbean,6.883462586,13.76487599
241,241,241,Haiti,41,1967,22,0,0,0,0,955,912025,0,0,0.2,1,-9,0,22.66,26.48,-10.89,HT,HTI,Caribbean,6.862757913,13.72342378
242,242,242,Haiti,41,1968,23,0,0,0,0,953,908209,0,0,0,1,-9,0,22.9,28.139999,-2.2,HT,HTI,Caribbean,6.860663671,13.71923091
243,243,243,Haiti,41,1969,24,0,0,0,0,960,921600,0,0,0,1,-9,0,23.66,28.59,-2.1900001,HT,HTI,Caribbean,6.867974409,13.73386765
244,244,244,Haiti,41,1970,25,0,0,0,0,932,868624,0,0,0,1,-9,0,24.059999,31.49,3.49,HT,HTI,Caribbean,6.838405201,13.67466678
245,245,245,Haiti,41,1971,26,0,0,0,0,1000,1000000,0,0,0,1,-10,-1,22.790001,30.67,4.1999998,HT,HTI,Caribbean,6.908754779,13.81551156
246,246,246,Haiti,41,1972,27,0,0,0,0,978,956484,0,0,0,1,-10,-1,23.360001,29.85,1.72,HT,HTI,Caribbean,6.886531643,13.77102039
247,247,247,Haiti,41,1973,28,0,0,0,0,950,902500,0,0,0,1,-10,-1,24.82,29.280001,0.69,HT,HTI,Caribbean,6.857514063,13.71292508
248,248,248,Haiti,41,1974,29,0,0,0,0,977,954529,0,0,0,1,-10,-1,25.360001,31.34,-0.15000001,HT,HTI,Caribbean,6.88550967,13.76897435
249,249,249,Haiti,41,1975,30,0,0,0,0,922,850084,0,0,0,1,-10,-1,25.35,37.529999,6.8600001,HT,HTI,Caribbean,6.827629235,13.65309162
250,250,250,Haiti,41,1976,31,0,0,0,0,975,950625,0,0,0,1,-10,0,26.059999,42.41,12.56,HT,HTI,Caribbean,6.883462586,13.76487599
251,251,251,Haiti,41,1977,32,0,0,0,0,967,935089,0,0,0,1,-9,1,26.059999,45.560001,16.27,HT,HTI,Caribbean,6.875232087,13.74839806
252,252,252,Haiti,41,1978,33,0,0,0,0,999,998001,0,0,0,1,-9,1,26.059999,49.57,18.23,HT,HTI,Caribbean,6.907755279,13.81351056
253,253,253,Haiti,41,1979,34,0,0,0,0,1034,1069156,0,0,0,1,-9,1,26.76,49.040001,11.51,HT,HTI,Caribbean,6.942156706,13.88238105
254,254,254,Haiti,41,1980,35,0,0,0,0,1107,1225449,0,0,0,1,-9,1,26.059999,52.130001,9.7200003,HT,HTI,Caribbean,7.010311867,14.01881868
255,255,255,Haiti,41,1981,36,0,0,0,0,1061,1125721,0,0,0,1,-9,1,25.35,49.16,3.5999999,HT,HTI,Caribbean,6.967909202,13.93393517
256,256,256,Haiti,41,1982,37,0,0,0,0,1006,1012036,0,0,0,1,-9,0,26.059999,49.630001,0.059999999,HT,HTI,Caribbean,6.914730893,13.82747569
257,257,257,Haiti,41,1983,38,0,0,0,0,990,980100,0,0,0,1,-9,0,26.76,45.450001,-3.5999999,HT,HTI,Caribbean,6.898714534,13.79541091
258,258,258,Haiti,41,1984,39,0,0,0,0,970,940900,0,0,0,1,-9,0,26.76,43.990002,-8.1400003,HT,HTI,Caribbean,6.878326468,13.75459321
259,259,259,Haiti,41,1985,40,0,0,0,0,962,925444,0,0,0,1,-9,0,27.459999,45.25,-3.9100001,HT,HTI,Caribbean,6.870053412,13.73802998
260,260,260,Haiti,41,1986,41,0,0,0,0,939,881721,0,0,0.2,1,-8,1,27.459999,38.07,-11.56,HT,HTI,Caribbean,6.845879875,13.68963209
261,261,261,Haiti,41,1987,42,0,0,0,0,906,820836,0,0,0.40000001,1,-8,1,27.459999,40.779999,-4.6599998,HT,HTI,Caribbean,6.81014245,13.61807983
262,262,262,Haiti,41,1988,43,0,0,0,0,900,810000,0,0,0.40000001,1,-7,2,28.870001,39.509998,-4.48,HT,HTI,Caribbean,6.803505258,13.60479076
263,263,263,Haiti,41,1989,44,0,0,0,0,847,717409,0,0,0.40000001,1,-6,3,30.280001,37.360001,-7.8800001,HT,HTI,Caribbean,6.742880636,13.48340278
264,264,264,Haiti,41,1990,45,0,0,0,0,863,744769,0,0,0.40000001,1,7,16,34.029999,45.240002,7.1700001,HT,HTI,Caribbean,6.761572769,13.52083072
265,265,265,Haiti,41,1991,46,0,0,0,0,964,929296,0,0,0.2,1,-7,1,32.91,35.330002,-5.4499998,HT,HTI,Caribbean,6.872128101,13.74218367
266,266,266,Haiti,41,1992,47,0,0,0,0,866,749956,0,0,0,1,-7,1,34.810001,19.42,-20.09,HT,HTI,Caribbean,6.765038977,13.52777115
267,267,267,Haiti,41,1993,48,0,0,0,0,842,708964,0,0,0.2,1,-7,0,35,29.780001,-7.5799999,HT,HTI,Caribbean,6.736966958,13.47156144
268,268,268,Haiti,41,1994,49,0,0,0,0,1023,1046529,0,0,0.2,1,7,13,35,21.709999,-23.52,HT,HTI,Caribbean,6.931471806,13.86099049
269,269,269,Haiti,41,1995,50,0,0,0,0,1463,2140369,0,0,0.2,1,7,0,35.220001,39.369999,4.04,HT,HTI,Caribbean,7.288927695,14.57648927
270,270,270,Haiti,41,1996,51,0,0,0,0,1757,3087049,0,0,0.2,1,7,14,37.110001,35.389999,15.97,HT,HTI,Caribbean,7.471932078,14.9427265
271,271,271,Haiti,41,1997,52,0,0,0,0,2025,4100625,0,0,0.2,1,7,14,35.849998,31.370001,1.58,HT,HTI,Caribbean,7.613818685,15.2266502
272,272,272,Haiti,41,1998,53,0,0,0,0,2349,5517801,0,0,0,1,7,14,35.849998,40.630001,18.92,HT,HTI,Caribbean,7.762170607,15.52349015
273,273,273,Haiti,41,1999,54,0,0,0,0,2687,7219969,0,0,0,1,6,-1,31.450001,40.630001,1.26,HT,HTI,Caribbean,7.896552702,15.79236136
274,274,274,Haiti,41,2000,55,0,0,0,0,3009,9054081,0,0,0,1,6,-1,31.450001,40.630001,5.2399998,HT,HTI,Caribbean,8.009695358,16.01872626
280,280,280,Dominican Republic,42,1950,5,0,0,0,0,1257,1580049,0,0,1,1,-9,0,29.629999,52.77,0,DO,DOM,Caribbean,7.137278437,14.27296705
281,281,281,Dominican Republic,42,1951,6,0,0,0,0,1275,1625625,0,0,0.5,1,-9,0,29.27,52.77,0,DO,DOM,Caribbean,7.151485464,14.30140353
282,282,282,Dominican Republic,42,1952,7,0,0,0,0,1306,1705636,0,0,0.33333331,1,-9,0,32.93,52.860001,0.1,DO,DOM,Caribbean,7.175489714,14.34944921
283,283,283,Dominican Republic,42,1953,8,0,0,0,0,1276,1628176,0,0,0.25,1,-9,0,31.33,49.07,-3.7,DO,DOM,Caribbean,7.152268856,14.30297154
284,284,284,Dominican Republic,42,1954,9,0,0,0,0,1334,1779556,0,0,0.2,1,-9,0,31.4,48.740002,-4.0300002,DO,DOM,Caribbean,7.196686571,14.39187501
285,285,285,Dominican Republic,42,1955,10,0,0,0,0,1344,1806336,0,0,0,1,-9,0,31.030001,51.27,-1.5,DO,DOM,Caribbean,7.204149292,14.4068116
286,286,286,Dominican Republic,42,1956,11,0,0,0,0,1420,2016400,0,0,0,1,-9,0,31.82,48.830002,-4.0300002,DO,DOM,Caribbean,7.259116128,14.5168248
287,287,287,Dominican Republic,42,1957,12,0,0,0,0,1444,2085136,0,0,0,1,-9,0,32.580002,49.41,0.34999999,DO,DOM,Caribbean,7.275864601,14.55034512
288,288,288,Dominican Republic,42,1958,13,0,0,0,0,1467,2152089,0,0,0,1,-9,0,28.889999,48.419998,-0.31,DO,DOM,Caribbean,7.291656209,14.58195002
289,289,289,Dominican Republic,42,1959,14,0,0,0,0,1569,2461761,0,0,0.60000002,1,-9,0,29.030001,46.52,-4.75,DO,DOM,Caribbean,7.358830898,14.71638791
290,290,290,Dominican Republic,42,1960,15,0,0,0,0,1719,2954961,0,0,0.60000002,1,-9,0,25.889999,44.41,-4.4200001,DO,DOM,Caribbean,7.45007957,14.89899635
291,291,291,Dominican Republic,42,1961,16,0,0,0,0,1649,2719201,0,0,0.80000001,1,-3,6,25.219999,39.599998,-9.8199997,DO,DOM,Caribbean,7.408530567,14.81584901
292,292,292,Dominican Republic,42,1962,17,0,0,0,0,1870,3496900,0,0,0.80000001,1,3,12,25.219999,48.049999,-0.37,DO,DOM,Caribbean,7.534228326,15.06738771
293,293,293,Dominican Republic,42,1963,18,0,0,0,0,1905,3629025,0,0,1,1,8,17,25.219999,46.700001,0.18000001,DO,DOM,Caribbean,7.552762084,15.10447485
294,294,294,Dominican Republic,42,1964,19,0,0,0,0,1939,3759721,0,0,0.40000001,1,0,9,21.950001,47.73,3.3199999,DO,DOM,Caribbean,7.570443252,15.13985558
295,295,295,Dominican Republic,42,1965,20,0,0,0,0,1766,3118756,0,0,0.40000001,1,0,9,22.58,36.57,-3.02,DO,DOM,Caribbean,7.477038472,14.95294508
